Date,Item,Material,Supplier,Cost Price,Sale Price,Quantity_Sold,Stock_Level,Fabric_Category
2016-03-29,Churidhar,Silk,Emco textiles,32.43,37.47,148,184,Workwear
2019-05-29,Shirt,Silk,Vasanth textiles,76.4,97.39,11,69,Formal
2020-01-19,Pants,Linen,Sri Lakshmi silks,871.92,1213.78,375,122,Formal
2018-02-03,Blouse piece,Wool,Emco textiles,877.86,1015.69,346,81,Casual
2017-11-01,Churidhar,Polyester,Shree fabrics,650.57,915.83,218,75,Casual
2018-02-10,Pants,Silk,Sri Lakshmi silks,33.91,39.19,220,176,Formal
2018-08-08,Jacket,Polyester,Vasanth textiles,43.91,54.28,70,127,Seasonal
2021-08-06,Shirt,Polyester,Vasanth textiles,581.06,697.92,59,91,Festive
2022-10-08,Jacket,Cotton,Emco textiles,808.39,955.21,316,68,Workwear
2021-01-27,T-shirt,Linen,Emco textiles,817.58,999.72,150,78,Workwear
2021-11-23,Blouse piece,Wool,Shree fabrics,792.43,911.79,423,111,Festive
2016-10-30,Churidhar,Cotton,Shree fabrics,223.18,332.27,368,33,Casual
2018-08-12,T-shirt,Linen,Shree Ram textiles,723.81,987.38,210,102,Formal
2017-12-22,Blouse piece,Linen,Vasanth textiles,634.0,931.4,424,133,Workwear
2021-02-09,Churidhar,Polyester,Shree Ram textiles,649.31,827.95,133,149,Festive
2017-07-26,Skirt,Linen,Vasanth textiles,831.51,1196.97,194,123,Casual
2020-07-27,Churidhar,Linen,Emco textiles,322.63,404.48,151,139,Seasonal
2022-10-28,Saree,Cotton,Sri Lakshmi silks,798.38,955.02,111,195,Festive
2016-09-06,T-shirt,Silk,Emco textiles,709.98,893.52,296,43,Formal
2016-04-30,Lungi,Silk,Sri Lakshmi silks,247.86,310.78,339,50,Casual
2021-01-17,Jacket,Polyester,Shree fabrics,129.52,161.98,279,140,Casual
2021-03-11,Jacket,Polyester,Vasanth textiles,179.17,242.17,83,114,Seasonal
2022-12-12,Lungi,Silk,Sri Lakshmi silks,773.44,1106.27,217,166,Formal
2019-03-04,Shirt,Silk,Vasanth textiles,136.91,152.14,25,150,Seasonal
2018-09-13,T-shirt,Polyester,Shree fabrics,862.33,1166.77,475,58,Casual
2022-11-09,Churidhar,Linen,Shree fabrics,301.59,376.62,219,87,Workwear
2019-11-18,Skirt,Silk,Emco textiles,584.19,779.1,176,86,Festive
2019-12-01,Churidhar,Wool,Sri Lakshmi silks,623.4,801.87,179,146,Formal
2019-10-03,Skirt,Wool,Sri Lakshmi silks,177.11,208.41,486,112,Formal
2022-05-24,Lungi,Silk,Shree fabrics,419.38,600.57,479,25,Casual
2019-01-29,Churidhar,Cotton,Shree fabrics,372.84,536.36,471,109,Workwear
2021-01-25,Jacket,Polyester,Emco textiles,981.72,1133.19,108,78,Formal
2019-10-28,Churidhar,Wool,Shree Ram textiles,639.97,859.71,377,133,Seasonal
2020-10-05,Pants,Polyester,Shree fabrics,113.58,149.04,253,155,Casual
2017-11-29,Shirt,Wool,Vasanth textiles,249.48,282.35,228,83,Workwear
2022-09-21,Cotton saree,Polyester,Shree fabrics,982.64,1138.86,339,55,Casual
2022-07-28,Blouse piece,Linen,Emco textiles,450.63,521.08,77,120,Seasonal
2021-12-20,Shirt,Polyester,Vasanth textiles,214.75,294.94,132,32,Casual
2021-08-24,Blouse piece,Polyester,Shree Ram textiles,264.55,392.53,138,152,Formal
2017-03-23,Jacket,Polyester,Shree fabrics,807.58,963.91,301,59,Casual
2020-11-29,Lungi,Polyester,Vasanth textiles,348.91,482.14,212,172,Formal
2018-03-06,Jacket,Cotton,Sri Lakshmi silks,609.33,834.25,79,108,Seasonal
2018-02-07,Blouse piece,Wool,Shree Ram textiles,909.16,1091.22,488,88,Seasonal
2017-07-29,Pants,Polyester,Emco textiles,384.95,564.09,404,31,Festive
2020-01-11,Jacket,Linen,Sri Lakshmi silks,488.91,564.13,365,162,Seasonal
2018-06-09,Jacket,Cotton,Sri Lakshmi silks,748.68,1119.25,247,191,Seasonal
2018-08-04,Shirt,Polyester,Sri Lakshmi silks,550.54,723.42,307,97,Casual
2018-08-15,Lungi,Cotton,Vasanth textiles,923.68,1182.3,319,176,Seasonal
2018-01-25,Blouse piece,Linen,Shree Ram textiles,417.48,524.75,115,152,Festive
2021-10-13,Saree,Silk,Shree fabrics,211.6,315.22,209,12,Formal
2017-01-08,Pants,Wool,Shree Ram textiles,862.71,1224.42,472,199,Festive
2017-04-02,Churidhar,Silk,Shree Ram textiles,640.08,845.29,111,27,Seasonal
2017-09-17,Skirt,Polyester,Sri Lakshmi silks,902.62,1300.3,164,121,Festive
2019-07-04,Saree,Linen,Shree fabrics,801.87,894.37,369,9,Workwear
2017-05-28,Jacket,Linen,Shree Ram textiles,331.98,482.64,375,175,Casual
2020-01-28,Saree,Linen,Shree fabrics,575.83,753.79,19,99,Seasonal
2019-06-25,T-shirt,Wool,Shree fabrics,192.2,237.84,406,64,Formal
2021-12-10,Pants,Polyester,Sri Lakshmi silks,317.97,420.61,421,183,Festive
2016-03-29,T-shirt,Cotton,Shree fabrics,718.75,929.43,436,178,Seasonal
2017-05-23,T-shirt,Linen,Vasanth textiles,437.56,581.27,499,4,Casual
2018-10-04,Churidhar,Polyester,Vasanth textiles,534.49,644.52,96,47,Festive
2019-05-31,Jacket,Polyester,Vasanth textiles,616.7,774.31,300,25,Festive
2016-02-15,Shirt,Polyester,Emco textiles,649.87,891.35,326,116,Casual
2016-03-31,T-shirt,Wool,Shree fabrics,596.06,767.02,372,47,Casual
2021-01-09,Lungi,Wool,Vasanth textiles,168.84,219.81,368,153,Formal
2020-02-22,Blouse piece,Linen,Shree fabrics,165.25,220.69,215,125,Festive
2021-07-05,Churidhar,Linen,Shree Ram textiles,671.82,741.93,255,30,Workwear
2016-06-05,Shirt,Cotton,Shree Ram textiles,790.87,1181.68,181,9,Seasonal
2022-02-16,Skirt,Wool,Sri Lakshmi silks,99.48,116.65,75,75,Workwear
2018-03-27,Blouse piece,Linen,Shree Ram textiles,132.21,170.34,20,47,Formal
2019-04-18,Lungi,Polyester,Shree Ram textiles,691.31,986.66,38,141,Festive
2022-04-08,Pants,Cotton,Shree fabrics,329.56,400.06,498,167,Casual
2020-07-29,T-shirt,Cotton,Vasanth textiles,412.08,550.24,145,74,Formal
2021-09-14,Skirt,Linen,Emco textiles,137.8,172.79,436,80,Formal
2020-03-08,Pants,Wool,Sri Lakshmi silks,60.75,75.7,281,9,Festive
2017-01-22,Churidhar,Polyester,Shree fabrics,512.6,680.83,350,74,Workwear
2016-02-23,Blouse piece,Silk,Emco textiles,50.84,72.76,357,150,Casual
2017-03-07,Lungi,Linen,Shree fabrics,765.93,1007.92,412,85,Workwear
2017-04-09,Cotton saree,Wool,Emco textiles,218.03,306.73,18,75,Workwear
2021-04-10,Pants,Polyester,Vasanth textiles,195.33,239.34,329,106,Workwear
2020-06-20,Saree,Polyester,Shree fabrics,930.08,1027.62,484,183,Casual
2022-05-23,Jacket,Silk,Shree Ram textiles,404.65,481.87,176,60,Festive
2020-11-28,Blouse piece,Cotton,Sri Lakshmi silks,992.57,1360.38,459,61,Casual
2019-08-15,Skirt,Linen,Shree fabrics,704.28,861.64,249,25,Workwear
2016-04-25,Pants,Cotton,Sri Lakshmi silks,805.83,1090.37,37,62,Seasonal
2018-07-01,Shirt,Polyester,Shree fabrics,518.26,721.12,207,187,Casual
2018-03-25,Blouse piece,Linen,Emco textiles,375.93,445.38,264,112,Workwear
2020-01-02,Jacket,Linen,Vasanth textiles,759.1,936.67,351,141,Workwear
2017-07-12,Churidhar,Cotton,Sri Lakshmi silks,262.42,374.38,28,155,Casual
2019-08-13,Skirt,Cotton,Sri Lakshmi silks,555.7,815.07,273,190,Casual
2017-03-08,Pants,Linen,Sri Lakshmi silks,728.5,970.65,66,163,Formal
2017-07-05,Blouse piece,Silk,Emco textiles,934.72,1223.91,419,111,Seasonal
2022-05-21,Jacket,Cotton,Emco textiles,634.71,849.49,128,65,Festive
2016-03-17,Cotton saree,Wool,Sri Lakshmi silks,839.62,1179.31,249,172,Seasonal
2022-10-29,Skirt,Silk,Shree fabrics,153.14,181.61,427,18,Casual
2022-02-08,T-shirt,Linen,Sri Lakshmi silks,783.2,881.02,71,27,Casual
2019-12-22,Cotton saree,Linen,Emco textiles,128.06,189.29,176,182,Festive
2018-01-13,Lungi,Polyester,Sri Lakshmi silks,959.29,1117.66,20,127,Formal
2022-03-19,Skirt,Linen,Shree fabrics,749.8,1100.09,335,8,Casual
2021-06-29,Blouse piece,Wool,Shree fabrics,629.7,727.16,125,164,Seasonal
2018-01-05,Cotton saree,Wool,Sri Lakshmi silks,504.47,655.12,211,30,Seasonal
2021-12-10,Cotton saree,Linen,Emco textiles,301.86,436.24,487,180,Workwear
2017-08-02,T-shirt,Linen,Sri Lakshmi silks,843.29,1136.81,124,14,Seasonal
2017-06-08,Churidhar,Silk,Shree Ram textiles,210.32,260.93,290,180,Seasonal
2018-04-16,Saree,Silk,Shree fabrics,136.44,188.06,317,49,Formal
2017-03-02,T-shirt,Cotton,Sri Lakshmi silks,442.77,575.92,188,81,Workwear
2020-09-01,Shirt,Silk,Shree fabrics,977.44,1150.51,372,88,Workwear
2016-08-06,Cotton saree,Polyester,Sri Lakshmi silks,674.26,979.87,304,36,Festive
2018-08-12,Pants,Silk,Shree Ram textiles,943.38,1390.64,249,73,Casual
2020-05-31,Jacket,Cotton,Emco textiles,583.41,805.18,53,25,Formal
2016-06-27,T-shirt,Wool,Sri Lakshmi silks,926.19,1174.66,351,116,Seasonal
2019-07-27,Churidhar,Linen,Shree fabrics,883.9,1084.81,445,6,Festive
2016-08-31,Pants,Silk,Vasanth textiles,40.87,58.98,347,23,Festive
2018-05-22,Shirt,Wool,Shree Ram textiles,517.87,738.02,213,48,Workwear
2020-11-16,Cotton saree,Wool,Shree Ram textiles,315.21,404.22,314,137,Seasonal
2019-07-28,Saree,Linen,Shree Ram textiles,398.64,520.48,370,60,Festive
2020-12-31,Cotton saree,Wool,Vasanth textiles,389.97,570.95,273,134,Festive
2018-02-17,Saree,Cotton,Vasanth textiles,551.79,714.58,59,88,Casual
2020-12-30,Lungi,Wool,Vasanth textiles,383.26,541.53,28,33,Casual
2017-11-19,Cotton saree,Silk,Shree Ram textiles,396.27,571.55,144,98,Seasonal
2020-10-09,Cotton saree,Wool,Sri Lakshmi silks,800.86,1007.14,278,103,Formal
2020-03-10,T-shirt,Wool,Shree fabrics,149.37,198.24,174,48,Festive
2017-09-29,Churidhar,Cotton,Vasanth textiles,57.09,75.47,280,143,Seasonal
2018-08-29,Shirt,Linen,Emco textiles,630.11,734.52,196,19,Workwear
2018-09-12,Shirt,Silk,Emco textiles,844.58,1063.76,286,133,Casual
2017-10-22,Cotton saree,Polyester,Shree fabrics,633.08,809.09,159,71,Festive
2019-10-02,Jacket,Linen,Shree Ram textiles,946.17,1044.9,448,156,Casual
2020-07-16,Saree,Polyester,Vasanth textiles,82.92,118.18,29,49,Formal
2021-11-21,Blouse piece,Polyester,Sri Lakshmi silks,911.61,1208.63,84,197,Workwear
2016-07-13,Cotton saree,Linen,Shree Ram textiles,185.12,257.0,60,163,Formal
2016-08-04,T-shirt,Cotton,Sri Lakshmi silks,706.05,875.92,431,12,Workwear
2020-04-25,Saree,Polyester,Shree fabrics,932.34,1394.73,75,149,Formal
2018-07-19,Churidhar,Silk,Shree Ram textiles,265.6,311.62,247,146,Casual
2017-12-30,Skirt,Wool,Sri Lakshmi silks,273.04,398.46,392,28,Festive
2016-08-10,Blouse piece,Linen,Vasanth textiles,887.55,1148.18,367,6,Casual
2019-10-21,Skirt,Wool,Shree Ram textiles,490.3,672.47,226,168,Casual
2020-10-01,Cotton saree,Cotton,Shree fabrics,711.97,951.5,58,31,Festive
2016-11-14,Shirt,Silk,Emco textiles,588.77,766.47,71,56,Formal
2016-09-14,Pants,Polyester,Shree fabrics,793.5,889.52,365,155,Seasonal
2022-08-09,Pants,Cotton,Emco textiles,464.29,577.77,122,91,Festive
2018-08-06,T-shirt,Polyester,Shree Ram textiles,791.18,1049.7,146,136,Formal
2016-03-11,Saree,Silk,Shree Ram textiles,61.8,82.39,41,11,Seasonal
2018-02-14,Skirt,Polyester,Emco textiles,378.54,492.78,249,181,Seasonal
2021-07-17,Saree,Wool,Shree fabrics,552.22,663.75,25,67,Casual
2022-10-19,Shirt,Cotton,Vasanth textiles,956.0,1351.35,144,16,Seasonal
2018-04-25,T-shirt,Wool,Emco textiles,92.24,130.37,367,130,Formal
2021-05-19,Blouse piece,Wool,Shree Ram textiles,875.76,1152.05,236,55,Festive
2016-09-27,Skirt,Polyester,Emco textiles,488.75,686.77,295,195,Seasonal
2020-06-15,Pants,Linen,Emco textiles,938.47,1365.21,107,58,Festive
2021-09-14,Shirt,Linen,Sri Lakshmi silks,288.35,404.76,22,33,Festive
2017-07-25,Blouse piece,Linen,Vasanth textiles,59.92,69.96,347,92,Formal
2017-11-06,Jacket,Wool,Emco textiles,902.86,1002.24,29,107,Festive
2018-12-06,Saree,Polyester,Shree Ram textiles,606.3,853.7,202,42,Seasonal
2020-02-14,Shirt,Linen,Emco textiles,433.83,612.16,166,26,Formal
2016-10-23,Cotton saree,Wool,Shree Ram textiles,879.26,1027.59,91,35,Workwear
2022-05-31,Jacket,Linen,Shree Ram textiles,257.51,298.27,417,41,Formal
2016-04-28,Saree,Cotton,Shree fabrics,586.28,805.62,365,137,Formal
2018-09-03,Skirt,Wool,Emco textiles,400.22,567.23,363,25,Formal
2022-07-19,Skirt,Wool,Vasanth textiles,543.4,757.6,227,111,Seasonal
2021-08-28,Churidhar,Linen,Sri Lakshmi silks,402.45,451.81,297,119,Formal
2019-01-02,Pants,Cotton,Sri Lakshmi silks,938.54,1269.99,243,191,Festive
2017-06-20,Shirt,Cotton,Sri Lakshmi silks,84.45,102.07,126,105,Workwear
2022-04-28,Churidhar,Linen,Sri Lakshmi silks,861.55,1055.28,463,105,Workwear
2016-08-26,Shirt,Polyester,Shree Ram textiles,503.45,587.55,234,104,Festive
2020-12-16,Cotton saree,Silk,Emco textiles,117.73,157.22,59,81,Workwear
2016-11-28,Blouse piece,Wool,Sri Lakshmi silks,481.5,587.64,98,158,Formal
2022-01-09,Churidhar,Silk,Sri Lakshmi silks,851.53,1013.97,33,151,Workwear
2018-08-24,Lungi,Polyester,Sri Lakshmi silks,956.77,1280.59,147,173,Formal
2017-11-13,Blouse piece,Silk,Sri Lakshmi silks,605.93,822.85,477,57,Seasonal
2017-01-21,Blouse piece,Polyester,Vasanth textiles,506.55,558.99,124,110,Festive
2021-02-27,Blouse piece,Polyester,Emco textiles,605.62,668.32,369,59,Seasonal
2022-11-12,Skirt,Polyester,Emco textiles,661.3,812.3,80,31,Formal
2020-03-03,Shirt,Wool,Shree fabrics,696.69,976.03,34,192,Festive
2022-11-04,Churidhar,Cotton,Vasanth textiles,531.49,705.5,360,141,Casual
2017-03-25,Pants,Linen,Sri Lakshmi silks,122.02,158.31,241,174,Casual
2021-07-04,Lungi,Silk,Emco textiles,102.24,149.02,455,185,Seasonal
2017-06-26,Blouse piece,Cotton,Vasanth textiles,850.24,957.34,432,119,Casual
2020-11-25,Cotton saree,Wool,Shree fabrics,652.93,943.86,132,45,Workwear
2019-02-25,Shirt,Polyester,Emco textiles,643.46,916.03,125,4,Seasonal
2021-05-12,Cotton saree,Cotton,Shree Ram textiles,915.68,1148.51,211,128,Seasonal
2022-09-07,Shirt,Cotton,Shree Ram textiles,329.37,413.6,451,4,Formal
2020-05-03,Pants,Cotton,Shree Ram textiles,429.0,556.04,307,100,Seasonal
2019-12-25,Jacket,Wool,Sri Lakshmi silks,352.99,511.31,325,145,Casual
2020-09-29,Churidhar,Silk,Sri Lakshmi silks,945.34,1342.78,28,191,Casual
2022-07-02,Saree,Cotton,Shree fabrics,472.97,597.76,381,119,Workwear
2017-05-31,Shirt,Polyester,Shree Ram textiles,237.44,311.49,271,78,Workwear
2021-11-11,Skirt,Cotton,Emco textiles,666.53,831.19,178,152,Formal
2016-12-22,Shirt,Wool,Shree fabrics,484.17,617.98,21,98,Festive
2021-04-13,Lungi,Silk,Shree Ram textiles,189.33,276.08,15,113,Seasonal
2022-09-07,Shirt,Wool,Vasanth textiles,144.14,193.14,235,131,Formal
2022-11-09,Jacket,Cotton,Shree fabrics,806.17,1000.06,269,159,Workwear
2019-07-19,Blouse piece,Wool,Shree fabrics,351.85,421.56,309,124,Workwear
2022-05-23,Jacket,Silk,Sri Lakshmi silks,586.72,700.43,55,115,Casual
2018-06-09,Pants,Linen,Vasanth textiles,942.51,1055.78,114,151,Workwear
2019-01-02,Pants,Linen,Vasanth textiles,214.4,282.31,80,169,Formal
2020-12-13,Lungi,Wool,Shree fabrics,731.07,934.71,284,161,Workwear
2021-02-23,Blouse piece,Wool,Emco textiles,293.74,424.18,36,66,Seasonal
2017-05-08,T-shirt,Wool,Vasanth textiles,953.73,1390.81,337,187,Seasonal
2021-06-02,Skirt,Cotton,Vasanth textiles,131.55,170.43,89,172,Casual
2019-10-07,Blouse piece,Wool,Vasanth textiles,471.42,598.06,407,5,Seasonal
2017-08-18,Churidhar,Silk,Shree Ram textiles,129.13,183.95,170,166,Casual
2021-10-29,Shirt,Wool,Sri Lakshmi silks,91.63,116.75,266,180,Seasonal
2019-06-07,Cotton saree,Linen,Emco textiles,223.32,285.17,62,58,Formal
2019-02-02,Skirt,Polyester,Shree fabrics,164.7,240.03,499,101,Workwear
2017-02-09,Saree,Linen,Sri Lakshmi silks,124.59,139.73,110,177,Workwear
2017-04-11,Jacket,Cotton,Sri Lakshmi silks,747.4,1033.34,311,189,Festive
2016-03-24,Blouse piece,Wool,Emco textiles,243.02,276.73,178,37,Festive
2022-08-11,Lungi,Polyester,Sri Lakshmi silks,540.18,809.57,234,118,Workwear
2018-01-10,Skirt,Linen,Vasanth textiles,270.59,359.52,338,102,Festive
2020-02-23,Pants,Silk,Sri Lakshmi silks,87.98,99.01,244,42,Casual
2021-03-19,Cotton saree,Polyester,Shree Ram textiles,815.35,1063.38,275,158,Casual
2016-05-08,Cotton saree,Silk,Shree Ram textiles,950.46,1053.77,444,78,Casual
2018-06-12,Churidhar,Polyester,Shree Ram textiles,924.9,1359.74,153,48,Formal
2019-01-05,Jacket,Cotton,Vasanth textiles,292.37,330.69,337,119,Casual
2018-01-04,Jacket,Wool,Shree fabrics,609.08,714.55,190,182,Casual
2022-07-27,T-shirt,Wool,Emco textiles,92.32,133.52,16,137,Workwear
2016-05-09,Skirt,Linen,Vasanth textiles,685.58,972.41,201,168,Festive
2017-12-04,Pants,Wool,Emco textiles,305.37,384.29,399,107,Formal
2018-03-14,Cotton saree,Cotton,Vasanth textiles,315.08,351.99,13,135,Formal
2016-05-10,Pants,Cotton,Shree Ram textiles,505.57,620.72,67,143,Seasonal
2020-02-19,T-shirt,Polyester,Shree Ram textiles,535.28,700.46,138,117,Workwear
2018-12-21,T-shirt,Wool,Sri Lakshmi silks,185.63,250.43,363,7,Festive
2017-02-08,Cotton saree,Silk,Vasanth textiles,655.41,788.54,280,19,Seasonal
2018-05-20,Cotton saree,Linen,Vasanth textiles,762.22,899.27,462,191,Festive
2019-03-09,Lungi,Polyester,Shree fabrics,480.48,710.58,230,173,Festive
2022-06-08,Skirt,Silk,Sri Lakshmi silks,500.09,563.53,275,154,Formal
2019-08-30,Cotton saree,Linen,Emco textiles,709.09,788.76,53,101,Formal
2019-04-25,Shirt,Linen,Shree Ram textiles,974.36,1240.11,359,194,Formal
2021-08-23,Blouse piece,Cotton,Shree Ram textiles,583.36,768.67,270,41,Casual
2019-01-18,Saree,Polyester,Emco textiles,630.59,838.13,226,127,Seasonal
2016-11-09,Pants,Polyester,Vasanth textiles,138.64,171.54,269,2,Seasonal
2017-03-16,Cotton saree,Wool,Vasanth textiles,108.54,161.11,135,43,Festive
2019-11-23,Churidhar,Polyester,Sri Lakshmi silks,581.73,667.86,421,173,Seasonal
2022-07-04,T-shirt,Polyester,Shree fabrics,579.53,859.54,394,131,Workwear
2022-09-14,Churidhar,Linen,Shree fabrics,525.52,650.6,151,180,Workwear
2017-04-19,T-shirt,Polyester,Vasanth textiles,155.41,231.29,378,140,Seasonal
2016-05-23,Saree,Cotton,Sri Lakshmi silks,22.12,32.96,368,64,Seasonal
2019-05-20,Cotton saree,Cotton,Shree Ram textiles,491.91,706.57,375,67,Workwear
2017-12-31,Churidhar,Polyester,Shree fabrics,82.33,101.95,66,143,Workwear
2018-01-22,T-shirt,Linen,Sri Lakshmi silks,758.48,939.5,28,142,Seasonal
2018-01-20,Jacket,Wool,Vasanth textiles,817.71,1019.42,300,51,Casual
2021-12-15,Pants,Cotton,Vasanth textiles,41.27,49.26,70,67,Seasonal
2018-01-08,Jacket,Linen,Shree fabrics,105.49,134.55,371,149,Workwear
2019-10-12,Shirt,Linen,Vasanth textiles,504.93,593.57,324,24,Festive
2022-01-20,Churidhar,Linen,Shree Ram textiles,919.97,1332.16,154,154,Seasonal
2018-07-29,Churidhar,Linen,Shree fabrics,625.35,871.08,390,178,Workwear
2021-10-10,Cotton saree,Wool,Emco textiles,527.11,661.05,233,44,Seasonal
2021-08-30,Lungi,Cotton,Vasanth textiles,173.31,243.68,479,135,Workwear
2020-10-29,Saree,Cotton,Shree fabrics,206.62,246.95,84,117,Formal
2017-01-25,Lungi,Polyester,Sri Lakshmi silks,723.16,901.64,161,174,Workwear
2018-06-22,Blouse piece,Wool,Shree Ram textiles,872.63,1198.31,411,66,Formal
2020-09-17,Skirt,Cotton,Shree Ram textiles,338.09,461.38,278,123,Formal
2019-06-08,Skirt,Linen,Sri Lakshmi silks,50.57,60.3,357,34,Workwear
2017-08-09,Shirt,Silk,Shree Ram textiles,137.12,190.87,488,149,Seasonal
2019-05-22,Cotton saree,Wool,Shree fabrics,570.17,717.29,229,4,Festive
2021-06-13,Pants,Cotton,Shree fabrics,447.13,612.01,59,186,Casual
2022-04-01,Churidhar,Wool,Emco textiles,973.74,1172.83,403,61,Seasonal
2021-03-23,Pants,Linen,Shree fabrics,112.7,157.5,49,33,Festive
2016-10-24,Churidhar,Linen,Shree fabrics,968.57,1247.49,176,179,Festive
2022-10-20,T-shirt,Polyester,Vasanth textiles,478.3,663.7,402,133,Seasonal
2018-06-09,Saree,Cotton,Emco textiles,827.47,1024.88,339,28,Festive
2017-01-25,Skirt,Wool,Vasanth textiles,316.39,408.22,190,62,Seasonal
2020-02-24,Skirt,Wool,Shree fabrics,95.25,106.17,418,42,Seasonal
2019-09-05,Shirt,Silk,Shree Ram textiles,967.53,1183.24,323,142,Casual
2016-08-06,Blouse piece,Cotton,Vasanth textiles,152.32,167.68,33,6,Festive
2016-08-10,Churidhar,Linen,Emco textiles,521.71,711.45,297,35,Casual
2019-09-20,Pants,Polyester,Shree fabrics,980.07,1374.92,58,6,Formal
2017-03-26,Pants,Wool,Vasanth textiles,319.13,472.41,250,125,Formal
2017-05-10,Lungi,Wool,Sri Lakshmi silks,499.2,554.33,441,23,Casual
2016-07-26,Pants,Polyester,Vasanth textiles,529.57,790.69,74,129,Workwear
2019-09-13,Jacket,Wool,Sri Lakshmi silks,99.37,117.12,489,42,Formal
2019-01-28,Churidhar,Polyester,Emco textiles,124.85,144.19,261,51,Seasonal
2019-08-23,Jacket,Silk,Shree fabrics,716.36,888.5,358,111,Casual
2021-02-25,Cotton saree,Linen,Emco textiles,815.85,897.64,18,2,Casual
2020-02-14,Skirt,Linen,Shree fabrics,824.09,1231.35,249,54,Casual
2017-09-03,Blouse piece,Silk,Shree Ram textiles,405.64,602.78,281,120,Casual
2021-02-01,Saree,Silk,Sri Lakshmi silks,75.06,83.7,491,78,Workwear
2021-06-02,T-shirt,Polyester,Vasanth textiles,856.84,1182.55,72,55,Formal
2018-12-08,Saree,Polyester,Shree fabrics,781.74,901.29,363,68,Casual
2016-12-09,T-shirt,Silk,Emco textiles,182.62,273.23,243,116,Workwear
2018-03-21,Lungi,Polyester,Vasanth textiles,382.87,452.37,237,118,Formal
2021-12-31,Churidhar,Wool,Emco textiles,83.8,122.74,159,40,Festive
2017-08-29,Saree,Polyester,Sri Lakshmi silks,758.33,884.96,66,132,Festive
2018-01-13,Jacket,Cotton,Shree fabrics,759.43,1044.51,196,137,Casual
2020-03-25,Cotton saree,Polyester,Vasanth textiles,73.03,103.85,232,43,Seasonal
2020-03-03,Cotton saree,Polyester,Emco textiles,646.6,714.9,156,40,Casual
2020-10-21,Pants,Linen,Shree fabrics,337.33,432.81,92,61,Festive
2018-12-11,T-shirt,Cotton,Shree Ram textiles,213.97,273.38,155,70,Festive
2022-03-12,T-shirt,Silk,Shree Ram textiles,749.49,868.4,15,132,Seasonal
2016-12-02,Skirt,Silk,Sri Lakshmi silks,541.82,807.57,96,67,Formal
2020-08-20,Saree,Wool,Shree fabrics,392.65,571.98,225,183,Festive
2021-11-17,Skirt,Silk,Vasanth textiles,737.13,866.48,366,194,Casual
2019-08-29,Cotton saree,Cotton,Shree Ram textiles,679.71,990.54,211,92,Casual
2018-06-28,Lungi,Polyester,Shree fabrics,880.01,1276.33,288,52,Casual
2016-09-23,Shirt,Cotton,Emco textiles,186.73,274.92,132,96,Formal
2021-09-30,Shirt,Wool,Vasanth textiles,947.73,1259.55,121,79,Formal
2021-07-20,T-shirt,Polyester,Shree Ram textiles,87.3,106.93,289,95,Casual
2019-10-10,Pants,Cotton,Sri Lakshmi silks,798.91,1062.47,134,158,Festive
2017-11-10,Cotton saree,Polyester,Emco textiles,323.24,375.77,119,174,Casual
2022-08-05,Skirt,Cotton,Shree fabrics,617.95,825.38,427,51,Casual
2020-08-18,Churidhar,Linen,Shree Ram textiles,551.65,683.79,156,82,Casual
2017-01-09,Shirt,Cotton,Sri Lakshmi silks,145.37,189.04,458,59,Formal
2017-02-24,Churidhar,Polyester,Emco textiles,369.97,529.34,394,63,Festive
2018-12-13,Blouse piece,Cotton,Emco textiles,550.94,706.0,209,138,Seasonal
2019-01-13,T-shirt,Polyester,Vasanth textiles,852.81,1019.97,81,10,Casual
2019-07-10,T-shirt,Polyester,Shree Ram textiles,609.62,876.59,458,186,Workwear
2019-01-18,Lungi,Polyester,Shree fabrics,786.98,1072.38,351,123,Workwear
2021-03-09,Blouse piece,Wool,Vasanth textiles,21.36,30.42,84,121,Formal
2018-09-07,Churidhar,Polyester,Vasanth textiles,701.34,986.54,322,155,Formal
2018-08-07,Jacket,Silk,Shree fabrics,359.73,419.98,14,80,Formal
2018-09-19,T-shirt,Wool,Shree fabrics,841.84,1070.25,497,23,Workwear
2021-06-30,Skirt,Silk,Shree fabrics,142.86,210.42,180,35,Workwear
2017-07-11,Cotton saree,Polyester,Shree fabrics,405.2,521.96,443,147,Formal
2019-12-14,Skirt,Silk,Emco textiles,619.66,784.95,262,182,Seasonal
2017-02-06,Churidhar,Polyester,Shree fabrics,375.97,481.4,202,71,Workwear
2017-02-20,T-shirt,Silk,Emco textiles,878.43,1275.43,310,70,Festive
2018-01-08,Cotton saree,Silk,Shree fabrics,638.81,945.31,269,136,Workwear
2018-07-28,Lungi,Polyester,Emco textiles,990.56,1165.66,130,47,Seasonal
2022-11-19,Cotton saree,Cotton,Shree fabrics,723.46,970.88,86,83,Formal
2022-12-05,Jacket,Silk,Emco textiles,111.13,153.51,363,120,Formal
2019-03-20,Skirt,Linen,Shree fabrics,665.72,900.86,227,155,Casual
2019-09-22,Lungi,Polyester,Emco textiles,898.19,1001.92,427,46,Formal
2021-09-04,Lungi,Cotton,Vasanth textiles,715.74,851.44,57,50,Formal
2019-01-29,Blouse piece,Polyester,Emco textiles,381.9,475.03,399,15,Workwear
2022-09-03,Cotton saree,Linen,Shree fabrics,315.98,443.58,456,28,Seasonal
